respondent_id,Q1_age_group,Q2_gender,Q3_city_tier,Q4_occupation,Q5_monthly_income,Q6_act_gym,Q6_act_yoga,Q6_act_running,Q6_act_cycling,Q6_act_swimming,Q6_act_team_sports,Q6_act_outdoor,Q6_act_home_workout,Q6_act_none,Q7_workout_days_per_week,Q8_workout_location,Q9_goal_weight_loss,Q9_goal_muscle_building,Q9_goal_endurance,Q9_goal_flexibility,Q9_goal_mental_wellness,Q9_goal_recreational,Q9_goal_competitive,Q9_goal_general_health,Q10_influencer_affinity,Q11_current_monthly_spend_inr,Q12_shop_brand_app,Q12_shop_myntra_ajio,Q12_shop_amazon_flipkart,Q12_shop_brand_website,Q12_shop_physical_store,Q12_shop_social_commerce,Q12_shop_local_unbranded,Q13_factor_price,Q13_factor_brand_rep,Q13_factor_fabric_quality,Q13_factor_style,Q13_factor_sustainability,Q13_factor_influencer,Q13_factor_peer_rec,Q13_factor_loyalty_rewards,Q13_factor_size_avail,Q14_purchase_frequency,Q15_brand_nike,Q15_brand_adidas,Q15_brand_puma,Q15_brand_decathlon,Q15_brand_hrx_reebok,Q15_brand_indian_d2c,Q15_brand_unbranded,Q15_brand_none,Q16_feat_personalised_rec,Q16_feat_browse_purchase,Q16_feat_loyalty_rewards,Q16_feat_sustainability_info,Q16_feat_outfit_builder,Q16_feat_size_virtual_tryon,Q16_feat_order_tracking,Q16_feat_community_features,Q16_feat_flash_sales,Q16_feat_brand_collab,Q17_sustainability_importance,Q18_community_challenge_likelihood,Q19_flash_sale_likelihood,Q20_virtual_tryon_importance,Q21_prod_performance_activewear,Q21_prod_casual_athleisure,Q21_prod_sports_footwear,Q21_prod_accessories,Q21_prod_yoga_wellness,Q21_prod_swimwear,Q21_prod_outdoor_gear,Q22_brand_app_usage,Q24_wtp_monthly_inr,Q25_app_download_intent,persona_label
1828,23-27,Male,Metro,Salaried_Private,20k-40k,0,1,1,0,1,0,0,1,0,0_days,Outdoors,1,1,0,1,1,1,0,0,Yes_influences_purchases,2423,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,Monthly_or_more,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,3,4,4,4,0,1,1,0,0,0,0,Installed_rarely,3766,Yes,Fashion_First
1829,28-32,Female,Tier_2,Student,Below_20k,1,0,0,0,0,0,0,1,0,3-4_days,Dont_workout,0,0,1,0,1,0,0,1,Yes_influences_purchases,490,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,Every_2-3_months,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,3,3,2,4,1,0,1,1,0,0,0,Uses_regularly,746,Yes,Budget_Student
1830,23-27,Female,Metro,Salaried_Private,Below_20k,1,1,1,0,0,1,1,0,0,3-4_days,Outdoors,1,1,0,0,0,0,0,0,Yes_influences_purchases,1924,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,Every_2-3_months,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,2,3,2,5,1,1,1,0,1,0,0,Uses_regularly,2951,No,Fashion_First
1831,23-27,Female,Tier_3,Salaried_Public,20k-40k,1,0,1,0,1,0,0,1,0,3-4_days,Online_virtual,1,0,0,0,1,1,0,0,Yes_occasional,2674,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,Every_2-3_months,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,2,4,3,4,0,0,0,0,0,0,1,Installed_rarely,3826,Yes,Fashion_First
1832,23-27,Male,Tier_2,Student,Below_20k,1,1,0,0,0,1,0,1,0,3-4_days,Commercial_gym,0,1,1,1,1,1,0,0,No,952,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,Every_2-3_months,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,3,4,5,4,0,0,1,1,0,0,0,Prefers_3rd_party,1441,Yes,Budget_Student
1833,23-27,Male,Metro,Salaried_Private,40k-60k,1,0,0,0,0,1,0,0,0,1-2_days,Commercial_gym,1,1,1,0,0,0,0,1,Yes_influences_purchases,1872,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,Yearly,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,3,4,1,5,1,1,1,1,0,1,1,Uses_regularly,2734,Yes,Casual_Gym_Goer
1834,23-27,Female,Tier_1,Salaried_Private,40k-60k,0,1,0,0,0,1,1,0,0,3-4_days,Outdoors,1,1,1,1,1,0,0,1,No,1034,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,Monthly_or_more,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,3,2,3,4,1,1,1,1,0,0,0,Prefers_3rd_party,1259,Maybe,Casual_Gym_Goer
1835,23-27,Male,Tier_1,Salaried_Public,20k-40k,0,0,0,0,0,1,1,1,0,3-4_days,Commercial_gym,1,1,0,1,0,1,0,0,Yes_occasional,3701,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,Every_2-3_months,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,4,5,3,4,0,1,1,1,1,0,0,Uses_regularly,5395,Yes,Casual_Gym_Goer
1836,23-27,Male,Metro,Student,80k-100k,1,0,1,0,0,1,0,0,0,5-7_days,Commercial_gym,0,1,0,0,1,1,0,1,Yes_occasional,6563,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Every_2-3_months,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,3,4,1,3,0,0,1,1,0,0,1,Uses_regularly,8209,Yes,Serious_Athlete
1837,28-32,Female,Metro,Student,60k-80k,1,1,1,0,0,1,1,0,0,5-7_days,Commercial_gym,0,1,0,0,1,0,0,1,Yes_influences_purchases,3191,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,Monthly_or_more,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,3,2,5,2,1,0,1,1,0,1,1,Uses_regularly,4900,Maybe,Serious_Athlete
1838,18-22,Male,Tier_1,Salaried_Private,80k-100k,1,0,0,0,0,1,0,0,0,1-2_days,Home,1,1,0,1,0,0,0,0,No,1457,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,Every_6_months,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,2,3,3,3,1,1,0,1,1,0,0,Prefers_3rd_party,1946,Yes,Casual_Gym_Goer
1839,28-32,Male,Tier_2,Business_Owner,60k-80k,0,0,1,1,0,1,1,1,0,3-4_days,Home,0,0,1,0,1,0,1,1,No,3062,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,Monthly_or_more,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,5,5,2,3,0,1,1,0,1,1,0,Installed_rarely,3888,Yes,Outdoor_Enthusiast
1840,23-27,Male,Tier_1,Business_Owner,Below_20k,0,0,1,1,1,0,1,1,0,5-7_days,Outdoors,1,0,1,0,1,1,0,0,Yes_influences_purchases,861,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,Every_2-3_months,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,4,3,3,4,0,1,1,1,0,0,0,Prefers_3rd_party,849,Yes,Outdoor_Enthusiast
1841,28-32,Male,Tier_2,Salaried_Private,Above_100k,1,1,0,0,1,0,0,0,0,5-7_days,Commercial_gym,1,0,1,0,1,0,1,0,Yes_occasional,6056,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,Yearly,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,2,4,5,2,1,0,1,1,0,0,0,Installed_rarely,5266,Yes,Serious_Athlete
1842,23-27,Male,Metro,Student,80k-100k,0,1,0,0,0,0,1,0,0,5-7_days,Commercial_gym,1,0,0,1,1,0,1,0,Yes_influences_purchases,860,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,Every_2-3_months,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,4,5,5,4,1,1,1,0,0,0,0,Uses_regularly,1413,Maybe,Fashion_First
1843,28-32,Male,Metro,Student,60k-80k,1,0,1,0,0,1,0,0,0,3-4_days,Commercial_gym,0,1,0,1,0,0,1,1,No,4177,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,Monthly_or_more,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,3,5,3,5,1,1,1,1,1,1,0,Installed_rarely,6564,No,Serious_Athlete
1844,23-27,Female,Tier_1,Student,20k-40k,0,0,0,0,0,0,1,0,0,3-4_days,Commercial_gym,0,0,0,0,0,0,0,1,No,12824,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,Every_2-3_months,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,2,4,5,1,1,1,0,0,0,0,No_mobile_shopping,14726,Maybe,Budget_Student
1845,33-35,Male,Metro,Salaried_Private,40k-60k,1,0,0,0,0,0,1,1,0,5-7_days,Home,0,1,1,0,0,0,1,0,Yes_occasional,2095,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,Every_6_months,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,3,4,3,5,1,0,1,1,0,0,1,Uses_regularly,3616,Yes,Serious_Athlete
1846,23-27,Female,Metro,Salaried_Private,40k-60k,1,1,0,0,0,0,0,0,0,3-4_days,Commercial_gym,1,0,0,0,0,1,0,1,Yes_influences_purchases,2313,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,Every_6_months,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,2,2,5,3,0,1,1,1,0,1,0,Installed_rarely,2002,No,Fashion_First
1847,28-32,Female,Tier_1,Salaried_Public,60k-80k,1,0,1,0,0,0,0,0,0,5-7_days,Home,0,0,1,0,0,1,0,0,Yes_occasional,2483,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,Every_6_months,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,3,4,5,3,1,1,0,1,0,1,0,Prefers_3rd_party,3550,No,Casual_Gym_Goer
1848,28-32,Male,Metro,Salaried_Private,40k-60k,1,1,0,0,0,0,0,0,0,1-2_days,Home,0,0,0,1,0,1,0,1,Yes_influences_purchases,2902,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,Every_6_months,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,3,4,3,3,0,1,1,1,1,1,0,Uses_regularly,4688,Yes,Fashion_First
1849,23-27,Male,Metro,Salaried_Private,20k-40k,0,1,1,0,1,1,0,0,0,3-4_days,Commercial_gym,1,0,0,1,1,1,0,0,No,2939,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,Monthly_or_more,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,3,1,3,1,1,0,0,0,0,0,Uses_regularly,3572,Yes,Casual_Gym_Goer
1850,23-27,Female,Tier_2,Student,Below_20k,1,0,1,0,1,1,1,0,0,3-4_days,Outdoors,0,0,1,0,1,0,0,1,Yes_occasional,1355,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,Every_2-3_months,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,4,2,2,3,1,0,0,1,1,1,1,Installed_rarely,1428,No,Outdoor_Enthusiast
1851,23-27,Prefer_not_to_say,Tier_1,Salaried_Private,20k-40k,1,0,1,1,1,0,0,0,0,3-4_days,Commercial_gym,0,0,1,1,0,1,0,1,Yes_occasional,946,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,Every_6_months,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,4,4,4,3,1,1,1,1,0,0,0,Installed_rarely,895,Maybe,Casual_Gym_Goer
1852,18-22,Female,Tier_2,Student,Below_20k,1,0,0,0,0,0,0,0,0,1-2_days,Commercial_gym,0,0,1,1,0,0,0,0,Yes_influences_purchases,428,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,Every_2-3_months,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,3,4,4,4,1,1,0,0,1,1,0,Installed_rarely,655,Yes,Budget_Student
1853,23-27,Male,Tier_1,Salaried_Private,40k-60k,1,1,1,0,0,1,0,1,0,1-2_days,Home,1,0,1,0,0,0,0,0,Yes_influences_purchases,3201,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,Rarely,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,5,4,4,4,0,1,0,1,0,1,0,Installed_rarely,4935,Maybe,Fashion_First
1854,23-27,Male,Tier_1,Salaried_Private,80k-100k,0,1,1,1,0,1,0,0,0,3-4_days,Outdoors,0,0,1,0,1,1,1,1,Yes_occasional,2297,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,Yearly,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,5,4,5,1,0,0,1,1,0,0,1,Installed_rarely,2917,Yes,Outdoor_Enthusiast
1855,28-32,Male,Metro,Student,20k-40k,1,0,0,1,0,0,1,0,0,3-4_days,Home,0,0,1,1,0,0,0,0,Yes_occasional,1267,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,Every_2-3_months,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,4,3,4,3,1,1,1,1,0,1,1,Prefers_3rd_party,1135,Yes,Outdoor_Enthusiast
1856,18-22,Female,Tier_2,Student,Below_20k,0,0,0,1,0,1,0,0,0,3-4_days,Outdoors,1,1,0,0,0,1,0,0,Yes_occasional,282,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,Rarely,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,2,1,5,4,0,1,0,1,0,0,0,Installed_rarely,451,Maybe,Budget_Student
1857,28-32,Female,Metro,Salaried_Private,20k-40k,0,0,0,0,0,0,0,1,0,3-4_days,Commercial_gym,0,1,0,0,0,0,0,0,No,1628,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,Every_6_months,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,1,3,5,1,0,1,0,0,0,0,Prefers_3rd_party,1414,Yes,Casual_Gym_Goer
1858,23-27,Male,Metro,Salaried_Private,40k-60k,1,0,1,1,0,0,1,0,0,5-7_days,Commercial_gym,0,1,0,0,0,0,0,0,No,1869,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,Every_2-3_months,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,4,3,4,1,1,1,1,0,0,1,Uses_regularly,2056,Maybe,Casual_Gym_Goer
1859,28-32,Female,Tier_2,Salaried_Private,40k-60k,1,1,0,0,0,0,0,0,0,3-4_days,Commercial_gym,1,0,0,1,1,1,0,1,Yes_occasional,717,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,Every_2-3_months,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,4,1,1,0,1,1,1,0,0,0,Uses_regularly,817,Yes,Casual_Gym_Goer
1860,18-22,Male,Tier_1,Salaried_Private,40k-60k,0,0,0,0,0,0,1,0,0,3-4_days,Commercial_gym,1,1,0,0,0,0,0,0,Yes_influences_purchases,1688,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,Every_6_months,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,2,4,4,5,1,1,1,0,0,0,1,Installed_rarely,2004,Maybe,Casual_Gym_Goer
1861,23-27,Female,Tier_1,Student,Above_100k,0,0,1,1,1,1,0,0,0,5-7_days,Commercial_gym,0,0,0,0,0,0,0,0,Yes_occasional,6900,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,Rarely,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,3,1,3,5,0,0,1,1,1,0,1,Uses_regularly,12899,Yes,Fashion_First
1862,18-22,Male,Metro,Student,Above_100k,0,0,0,0,0,0,0,1,0,3-4_days,Commercial_gym,0,1,1,0,1,0,0,1,No,3215,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,Every_2-3_months,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,3,3,4,4,1,1,1,0,0,1,0,Installed_rarely,3410,Yes,Budget_Student
1863,23-27,Female,Metro,Student,40k-60k,1,1,0,0,0,1,0,0,0,3-4_days,Commercial_gym,1,0,0,0,1,0,1,0,Yes_occasional,423,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,Every_6_months,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,2,3,4,4,0,1,0,1,1,0,0,Prefers_3rd_party,626,No,Budget_Student
1864,23-27,Female,Metro,Business_Owner,60k-80k,0,0,1,0,0,0,1,1,0,5-7_days,Home,1,0,0,0,0,0,0,0,Yes_occasional,2478,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,Every_6_months,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,4,3,5,5,1,0,1,1,0,1,0,Installed_rarely,2555,Yes,Fashion_First
1865,33-35,Female,Tier_1,Student,40k-60k,1,0,0,0,0,0,0,1,0,3-4_days,Commercial_gym,1,1,0,0,1,0,0,0,Yes_influences_purchases,1526,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,Every_6_months,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,2,3,4,4,1,1,0,1,1,0,0,Installed_rarely,2050,Yes,Fashion_First
1866,18-22,Male,Tier_1,Student,20k-40k,1,0,1,0,0,1,0,1,0,0_days,Dont_workout,1,1,0,0,0,0,1,1,Yes_influences_purchases,248,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,Yearly,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,2,3,3,5,0,0,1,1,0,0,1,Prefers_3rd_party,391,No,Budget_Student
1867,18-22,Female,Metro,Student,Below_20k,0,0,0,0,0,1,0,0,0,1-2_days,Home,1,0,1,0,0,0,0,1,Yes_occasional,100,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,Yearly,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,4,2,4,4,1,1,0,0,0,0,0,Installed_rarely,152,Yes,Budget_Student
1868,23-27,Female,Metro,Salaried_Public,60k-80k,1,1,0,0,1,0,0,1,0,3-4_days,Home,0,1,1,1,0,0,1,1,No,3626,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,Every_2-3_months,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,4,4,3,4,0,0,0,0,1,1,1,Prefers_3rd_party,4294,Maybe,Casual_Gym_Goer
1869,23-27,Male,Tier_1,Student,20k-40k,1,0,0,0,0,0,0,1,0,3-4_days,Home,0,0,0,1,1,1,0,0,Yes_occasional,2344,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,Every_6_months,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,4,3,4,3,1,1,1,1,1,0,0,Uses_regularly,4207,Yes,Fashion_First
1870,28-32,Male,Tier_2,Business_Owner,20k-40k,0,0,1,1,0,1,1,0,0,5-7_days,Home,0,0,0,1,0,0,0,0,No,2328,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,Every_2-3_months,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,4,3,2,3,1,1,1,1,0,1,1,Installed_rarely,3169,Yes,Outdoor_Enthusiast
1871,23-27,Female,Metro,Student,Below_20k,1,0,0,1,0,1,0,1,0,1-2_days,Commercial_gym,1,0,0,0,0,0,0,1,No,1215,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,Every_2-3_months,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,3,2,5,3,0,1,0,0,0,0,0,Prefers_3rd_party,1725,Yes,Casual_Gym_Goer
1872,23-27,Male,Metro,Salaried_Public,40k-60k,1,0,0,1,0,0,0,0,0,3-4_days,Commercial_gym,1,1,0,0,0,0,0,0,Yes_occasional,1808,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,Every_2-3_months,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,3,5,5,3,1,1,0,1,0,1,1,Installed_rarely,2267,Maybe,Casual_Gym_Goer
1873,18-22,Male,Metro,Student,20k-40k,0,0,0,0,0,1,0,0,0,3-4_days,Home,0,0,1,0,0,0,0,0,Yes_occasional,533,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,Every_6_months,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,3,2,5,1,1,0,1,0,0,0,0,Installed_rarely,673,Yes,Budget_Student
1874,18-22,Male,Metro,Student,Below_20k,0,0,0,0,1,1,0,0,0,3-4_days,Online_virtual,0,0,0,1,0,0,1,0,Yes_influences_purchases,640,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,Every_2-3_months,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,2,4,5,4,1,1,1,1,0,0,1,Installed_rarely,618,Maybe,Budget_Student
1875,33-35,Male,Tier_1,Student,20k-40k,0,1,1,0,0,1,0,1,0,1-2_days,Commercial_gym,0,1,1,0,0,0,1,1,No,904,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,Every_6_months,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,4,3,5,5,1,1,1,1,0,0,0,Installed_rarely,1153,Yes,Budget_Student
1876,28-32,Male,Metro,Salaried_Private,40k-60k,1,1,0,1,0,0,1,1,0,3-4_days,Commercial_gym,1,1,0,1,1,0,1,0,Yes_occasional,2368,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,Every_2-3_months,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,4,2,5,3,0,1,1,1,1,0,1,Installed_rarely,2140,Maybe,Outdoor_Enthusiast
1877,18-22,Female,Tier_1,Salaried_Public,60k-80k,1,1,0,0,0,1,1,1,0,3-4_days,Home,0,0,1,0,0,1,0,1,Yes_occasional,1843,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,Monthly_or_more,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,2,5,4,4,0,0,1,1,1,0,1,Installed_rarely,1583,Maybe,Casual_Gym_Goer
1878,33-35,Male,Tier_2,Freelancer,Below_20k,1,0,1,1,0,1,0,0,0,1-2_days,Commercial_gym,1,1,1,0,1,0,1,1,No,1139,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,Monthly_or_more,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,2,4,4,4,0,0,1,0,1,0,0,Installed_rarely,1753,Yes,Casual_Gym_Goer
1879,18-22,Female,Tier_3,Student,Below_20k,0,1,0,0,0,1,0,1,0,3-4_days,Sports_club,0,0,1,0,0,0,0,0,Yes_influences_purchases,1506,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Yearly,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,2,3,4,5,1,1,1,0,0,0,0,Installed_rarely,1728,No,Fashion_First
1880,23-27,Male,Tier_2,Salaried_Private,40k-60k,1,1,0,0,1,0,0,0,0,1-2_days,Outdoors,0,1,1,1,1,0,0,0,Yes_influences_purchases,2094,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,Monthly_or_more,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,3,3,3,3,1,1,1,1,1,0,0,Uses_regularly,2942,Yes,Fashion_First
1881,28-32,Male,Metro,Student,40k-60k,1,1,0,0,0,0,0,0,0,3-4_days,Online_virtual,1,1,0,0,0,0,0,0,Yes_influences_purchases,3065,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,Every_2-3_months,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,3,3,4,1,1,1,1,0,0,1,Uses_regularly,4627,Yes,Fashion_First
1882,33-35,Male,Metro,Student,60k-80k,1,1,0,0,1,0,0,0,0,3-4_days,Commercial_gym,1,1,1,0,0,1,0,1,Yes_influences_purchases,4822,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,Every_2-3_months,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,3,3,4,3,1,1,0,1,1,0,0,Uses_regularly,7703,Yes,Fashion_First
1883,28-32,Female,Metro,Salaried_Private,40k-60k,1,1,0,1,0,0,0,1,0,3-4_days,Commercial_gym,1,1,0,1,0,1,0,1,No,2581,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,Monthly_or_more,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,3,5,3,4,1,1,0,0,1,0,0,Uses_regularly,4870,Yes,Casual_Gym_Goer
1884,28-32,Non_binary,Tier_2,Salaried_Private,Above_100k,0,1,0,0,1,0,1,0,0,3-4_days,Outdoors,0,0,1,1,0,1,0,1,Yes_occasional,8634,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,Every_2-3_months,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,4,3,1,5,0,0,0,0,1,0,1,Installed_rarely,12929,Yes,Outdoor_Enthusiast
1885,33-35,Male,Metro,Student,20k-40k,1,0,1,0,0,0,0,1,0,5-7_days,Commercial_gym,1,0,0,0,1,0,0,1,No,2359,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,Monthly_or_more,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,3,2,3,4,1,0,1,1,0,0,1,Prefers_3rd_party,2244,Yes,Casual_Gym_Goer
1886,18-22,Male,Metro,Freelancer,40k-60k,1,0,1,0,0,0,0,0,0,3-4_days,Outdoors,0,0,1,1,0,0,0,1,Yes_occasional,3108,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,Monthly_or_more,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,4,3,4,2,1,1,0,1,1,0,0,Installed_rarely,3541,Yes,Casual_Gym_Goer
1887,33-35,Male,Metro,Salaried_Public,Above_100k,0,0,0,0,1,0,0,1,0,3-4_days,Commercial_gym,1,0,0,1,1,0,0,0,Yes_occasional,6866,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,Monthly_or_more,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,3,4,3,4,1,1,1,1,0,0,1,Uses_regularly,8566,Yes,Serious_Athlete
1888,28-32,Male,Metro,Salaried_Public,20k-40k,0,0,0,0,0,0,1,0,0,3-4_days,Commercial_gym,1,0,1,0,1,1,0,1,No,2309,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,Every_6_months,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,3,5,4,3,0,1,1,0,1,0,1,Installed_rarely,2476,No,Casual_Gym_Goer
1889,28-32,Female,Tier_2,Student,40k-60k,0,0,0,1,0,0,0,1,0,3-4_days,Commercial_gym,0,1,0,0,1,0,0,1,Yes_occasional,1073,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,Monthly_or_more,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,4,5,3,1,1,0,0,0,0,0,Uses_regularly,1894,Maybe,Budget_Student
1890,23-27,Male,Tier_1,Freelancer,Below_20k,1,0,0,0,0,1,0,0,0,3-4_days,Commercial_gym,1,1,1,0,0,0,0,0,Yes_influences_purchases,1457,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,Every_6_months,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,4,5,4,3,1,1,0,1,0,0,0,Installed_rarely,2099,Yes,Casual_Gym_Goer
